cycle_id,condition,timestamp,temperature_C,humidity_pct,soil_moisture_pct,moisture_trend,light_lux,hour_of_day,hours_remaining,urgency_class
indoor_cycle04,indoor,2026-07-11 07:00:00,27.33,54.19,76.12,-3.049999999999997,149.2,7,56.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 08:00:00,25.88,48.25,75.36,-3.1700000000000017,178.8,8,55.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 09:00:00,26.45,55.0,74.59,-2.9799999999999898,183.2,9,54.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 10:00:00,26.53,55.02,73.66,-2.460000000000008,197.6,10,53.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 11:00:00,28.56,49.91,72.89,-2.469999999999999,158.1,11,52.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 12:00:00,27.47,53.11,71.81,-2.780000000000001,185.2,12,51.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 13:00:00,26.7,56.19,70.5,-3.1599999999999966,187.0,13,50.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 14:00:00,27.5,53.98,69.4,-3.489999999999995,196.0,14,49.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 15:00:00,27.45,56.56,68.25,-3.5600000000000023,182.2,15,48.0,Not_Urgent
indoor_cycle04,indoor,2026-07-11 16:00:00,26.7,57.35,66.8,-3.700000000000003,156.5,16,47.0,Soon
indoor_cycle04,indoor,2026-07-11 17:00:00,26.36,50.78,66.12,-3.280000000000001,162.9,17,46.0,Soon
indoor_cycle04,indoor,2026-07-11 18:00:00,26.5,53.37,65.84,-2.4099999999999966,141.1,18,45.0,Soon
indoor_cycle04,indoor,2026-07-11 19:00:00,25.73,48.94,64.76,-2.039999999999992,118.3,19,44.0,Soon
indoor_cycle04,indoor,2026-07-11 20:00:00,26.47,56.06,63.92,-2.200000000000003,130.7,20,43.0,Soon
indoor_cycle04,indoor,2026-07-11 21:00:00,26.0,52.1,62.81,-3.030000000000001,180.1,21,42.0,Soon
indoor_cycle04,indoor,2026-07-11 22:00:00,25.87,55.07,62.57,-2.190000000000005,154.2,22,41.0,Soon
indoor_cycle04,indoor,2026-07-11 23:00:00,25.85,53.3,61.81,-2.1099999999999994,130.0,23,40.0,Soon
indoor_cycle04,indoor,2026-07-12 00:00:00,27.08,56.6,60.78,-2.030000000000001,138.6,0,39.0,Soon
indoor_cycle04,indoor,2026-07-12 01:00:00,26.84,57.31,60.13,-2.4399999999999977,151.2,1,38.0,Soon
indoor_cycle04,indoor,2026-07-12 02:00:00,26.42,55.98,59.09,-2.719999999999999,167.9,2,37.0,Soon
indoor_cycle04,indoor,2026-07-12 03:00:00,26.63,53.66,58.18,-2.6000000000000014,176.3,3,36.0,Soon
indoor_cycle04,indoor,2026-07-12 04:00:00,27.25,53.28,57.27,-2.8599999999999994,184.7,4,35.0,Soon
indoor_cycle04,indoor,2026-07-12 05:00:00,25.61,53.79,56.29,-2.8000000000000043,143.6,5,34.0,Soon
indoor_cycle04,indoor,2026-07-12 06:00:00,26.31,53.57,54.8,-3.3800000000000026,149.5,6,33.0,Soon
indoor_cycle04,indoor,2026-07-12 07:00:00,27.42,55.44,53.88,-3.390000000000001,161.1,7,32.0,Soon
indoor_cycle04,indoor,2026-07-12 08:00:00,27.12,51.19,53.47,-2.8200000000000003,164.9,8,31.0,Soon
indoor_cycle04,indoor,2026-07-12 09:00:00,27.3,54.85,52.05,-2.75,168.6,9,30.0,Soon
indoor_cycle04,indoor,2026-07-12 10:00:00,26.56,49.17,50.78,-3.1000000000000014,189.1,10,29.0,Soon
indoor_cycle04,indoor,2026-07-12 11:00:00,28.46,51.44,49.82,-3.649999999999999,210.2,11,28.0,Soon
indoor_cycle04,indoor,2026-07-12 12:00:00,27.4,54.71,49.31,-2.739999999999995,203.0,12,27.0,Soon
indoor_cycle04,indoor,2026-07-12 13:00:00,28.33,56.04,48.22,-2.5600000000000023,176.1,13,26.0,Soon
indoor_cycle04,indoor,2026-07-12 14:00:00,27.6,53.49,47.46,-2.3599999999999994,173.6,14,25.0,Soon
indoor_cycle04,indoor,2026-07-12 15:00:00,27.05,56.16,46.63,-2.68,189.2,15,24.0,Soon
indoor_cycle04,indoor,2026-07-12 16:00:00,27.21,46.63,46.24,-1.9799999999999969,193.0,16,23.0,Urgent
indoor_cycle04,indoor,2026-07-12 17:00:00,26.17,51.55,45.01,-2.450000000000003,134.5,17,22.0,Urgent
indoor_cycle04,indoor,2026-07-12 18:00:00,25.72,55.87,44.02,-2.6099999999999994,149.1,18,21.0,Urgent
indoor_cycle04,indoor,2026-07-12 19:00:00,26.05,51.79,43.32,-2.9200000000000017,169.9,19,20.0,Urgent
indoor_cycle04,indoor,2026-07-12 20:00:00,25.07,53.93,42.21,-2.799999999999997,180.0,20,19.0,Urgent
indoor_cycle04,indoor,2026-07-12 21:00:00,25.79,54.13,40.74,-3.280000000000001,143.6,21,18.0,Urgent
indoor_cycle04,indoor,2026-07-12 22:00:00,26.23,56.08,39.82,-3.5,170.6,22,17.0,Urgent
indoor_cycle04,indoor,2026-07-12 23:00:00,25.84,54.51,38.98,-3.230000000000004,148.6,23,16.0,Urgent
indoor_cycle04,indoor,2026-07-13 00:00:00,26.44,55.13,38.15,-2.5900000000000034,164.7,0,15.0,Urgent
indoor_cycle04,indoor,2026-07-13 01:00:00,26.05,50.0,37.2,-2.619999999999997,168.3,1,14.0,Urgent
indoor_cycle04,indoor,2026-07-13 02:00:00,26.6,47.76,36.39,-2.5899999999999963,191.8,2,13.0,Urgent
indoor_cycle04,indoor,2026-07-13 03:00:00,26.66,52.4,35.85,-2.299999999999997,162.3,3,12.0,Urgent
indoor_cycle04,indoor,2026-07-13 04:00:00,25.63,59.79,34.94,-2.260000000000005,146.2,4,11.0,Urgent
indoor_cycle04,indoor,2026-07-13 05:00:00,26.52,56.24,33.98,-2.410000000000004,153.0,5,10.0,Urgent
indoor_cycle04,indoor,2026-07-13 06:00:00,27.44,54.86,32.82,-3.030000000000001,154.0,6,9.0,Urgent
indoor_cycle04,indoor,2026-07-13 07:00:00,27.05,57.32,32.27,-2.6699999999999946,173.1,7,8.0,Urgent
indoor_cycle04,indoor,2026-07-13 08:00:00,27.73,50.88,31.59,-2.389999999999997,176.1,8,7.0,Urgent
indoor_cycle04,indoor,2026-07-13 09:00:00,27.02,54.05,30.52,-2.3000000000000007,184.7,9,6.0,Urgent
indoor_cycle04,indoor,2026-07-13 10:00:00,28.27,53.97,29.27,-3.000000000000004,179.8,10,5.0,Urgent
indoor_cycle04,indoor,2026-07-13 11:00:00,28.16,49.52,28.09,-3.5,200.6,11,4.0,Urgent
indoor_cycle04,indoor,2026-07-13 12:00:00,27.32,55.94,27.07,-3.4499999999999997,187.0,12,3.0,Urgent
indoor_cycle04,indoor,2026-07-13 13:00:00,27.35,52.62,26.53,-2.7399999999999984,166.7,13,2.0,Urgent
indoor_cycle04,indoor,2026-07-13 14:00:00,28.26,50.72,26.22,-1.870000000000001,164.8,14,1.0,Urgent
indoor_cycle04,indoor,2026-07-13 15:00:00,26.68,49.92,24.97,-2.1000000000000014,211.1,15,0.0,Urgent
indoor_cycle05,indoor,2026-07-13 21:00:00,26.36,57.13,86.94,-2.3100000000000023,165.2,21,68.0,Not_Urgent
indoor_cycle05,indoor,2026-07-13 22:00:00,26.06,54.84,86.17,-2.719999999999999,134.9,22,67.0,Not_Urgent
indoor_cycle05,indoor,2026-07-13 23:00:00,24.98,54.75,85.65,-2.219999999999999,130.2,23,66.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 00:00:00,26.11,58.48,85.27,-1.6700000000000017,168.4,0,65.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 01:00:00,25.41,57.35,84.49,-1.6800000000000068,130.4,1,64.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 02:00:00,26.33,52.58,84.04,-1.6099999999999994,152.1,2,63.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 03:00:00,25.64,55.8,83.06,-2.2099999999999937,118.1,3,62.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 04:00:00,25.99,56.38,81.8,-2.6899999999999977,154.5,4,61.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 05:00:00,26.08,53.93,80.79,-3.25,152.4,5,60.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 06:00:00,26.03,55.1,80.14,-2.9200000000000017,136.0,6,59.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 07:00:00,25.55,58.73,79.46,-2.3400000000000034,135.5,7,58.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 08:00:00,26.32,55.99,78.17,-2.6200000000000045,164.1,8,57.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 09:00:00,26.66,53.93,76.59,-3.549999999999997,161.6,9,56.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 10:00:00,26.59,53.61,75.5,-3.9599999999999937,197.3,10,55.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 11:00:00,27.34,52.26,74.58,-3.5900000000000034,189.5,11,54.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 12:00:00,28.08,58.03,74.01,-2.5799999999999983,178.9,12,53.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 13:00:00,27.4,59.03,72.54,-2.9599999999999937,172.6,13,52.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 14:00:00,28.31,51.45,71.1,-3.480000000000004,196.0,14,51.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 15:00:00,26.83,52.72,70.46,-3.550000000000012,166.7,15,50.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 16:00:00,26.36,50.69,69.78,-2.760000000000005,170.7,16,49.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 17:00:00,26.53,50.46,68.64,-2.4599999999999937,167.0,17,48.0,Not_Urgent
indoor_cycle05,indoor,2026-07-14 18:00:00,24.8,55.94,68.16,-2.299999999999997,174.6,18,47.0,Soon
indoor_cycle05,indoor,2026-07-14 19:00:00,27.0,56.05,67.32,-2.460000000000008,135.9,19,46.0,Soon
indoor_cycle05,indoor,2026-07-14 20:00:00,26.33,55.19,66.75,-1.8900000000000008,160.8,20,45.0,Soon
indoor_cycle05,indoor,2026-07-14 21:00:00,26.1,51.47,66.17,-1.9899999999999949,147.8,21,44.0,Soon
indoor_cycle05,indoor,2026-07-14 22:00:00,25.56,58.09,65.14,-2.1799999999999926,171.8,22,43.0,Soon
indoor_cycle05,indoor,2026-07-14 23:00:00,25.34,54.21,64.25,-2.5,174.3,23,42.0,Soon
indoor_cycle05,indoor,2026-07-15 00:00:00,27.39,55.98,63.49,-2.68,153.8,0,41.0,Soon
indoor_cycle05,indoor,2026-07-15 01:00:00,26.08,54.62,62.35,-2.789999999999999,164.2,1,40.0,Soon
indoor_cycle05,indoor,2026-07-15 02:00:00,25.53,51.67,61.35,-2.8999999999999986,113.3,2,39.0,Soon
indoor_cycle05,indoor,2026-07-15 03:00:00,25.34,49.62,59.75,-3.740000000000002,157.8,3,38.0,Soon
indoor_cycle05,indoor,2026-07-15 04:00:00,26.0,57.1,58.93,-3.4200000000000017,151.6,4,37.0,Soon
indoor_cycle05,indoor,2026-07-15 05:00:00,26.55,54.27,57.98,-3.3700000000000045,155.3,5,36.0,Soon
indoor_cycle05,indoor,2026-07-15 06:00:00,25.6,57.48,57.36,-2.390000000000001,146.5,6,35.0,Soon
indoor_cycle05,indoor,2026-07-15 07:00:00,26.71,52.11,56.48,-2.450000000000003,160.9,7,34.0,Soon
indoor_cycle05,indoor,2026-07-15 08:00:00,27.4,54.94,55.32,-2.6599999999999966,169.5,8,33.0,Soon
indoor_cycle05,indoor,2026-07-15 09:00:00,27.89,54.63,54.77,-2.5899999999999963,178.5,9,32.0,Soon
indoor_cycle05,indoor,2026-07-15 10:00:00,26.66,52.07,53.87,-2.6099999999999994,172.5,10,31.0,Soon
indoor_cycle05,indoor,2026-07-15 11:00:00,27.48,53.91,52.75,-2.5700000000000003,187.2,11,30.0,Soon
indoor_cycle05,indoor,2026-07-15 12:00:00,27.54,47.56,51.82,-2.950000000000003,171.2,12,29.0,Soon
indoor_cycle05,indoor,2026-07-15 13:00:00,26.72,54.09,50.48,-3.390000000000001,219.3,13,28.0,Soon
indoor_cycle05,indoor,2026-07-15 14:00:00,27.17,56.56,49.62,-3.1300000000000026,187.6,14,27.0,Soon
indoor_cycle05,indoor,2026-07-15 15:00:00,26.69,52.48,48.63,-3.1899999999999977,170.5,15,26.0,Soon
indoor_cycle05,indoor,2026-07-15 16:00:00,26.85,53.76,47.36,-3.119999999999997,178.7,16,25.0,Soon
indoor_cycle05,indoor,2026-07-15 17:00:00,26.96,50.64,46.19,-3.43,109.3,17,24.0,Soon
indoor_cycle05,indoor,2026-07-15 18:00:00,25.18,54.44,45.88,-2.75,126.6,18,23.0,Urgent
indoor_cycle05,indoor,2026-07-15 19:00:00,26.32,56.9,45.68,-1.6799999999999995,138.5,19,22.0,Urgent
indoor_cycle05,indoor,2026-07-15 20:00:00,25.67,55.98,44.78,-1.4099999999999966,120.4,20,21.0,Urgent
indoor_cycle05,indoor,2026-07-15 21:00:00,25.99,56.45,44.22,-1.6600000000000037,152.4,21,20.0,Urgent
indoor_cycle05,indoor,2026-07-15 22:00:00,26.72,54.6,43.65,-2.030000000000001,149.5,22,19.0,Urgent
indoor_cycle05,indoor,2026-07-15 23:00:00,25.73,52.79,42.29,-2.490000000000002,146.5,23,18.0,Urgent
indoor_cycle05,indoor,2026-07-16 00:00:00,25.18,50.97,41.5,-2.719999999999999,179.4,0,17.0,Urgent
indoor_cycle05,indoor,2026-07-16 01:00:00,25.6,57.6,40.1,-3.549999999999997,137.9,1,16.0,Urgent
indoor_cycle05,indoor,2026-07-16 02:00:00,26.41,53.78,39.43,-2.8599999999999994,193.1,2,15.0,Urgent
indoor_cycle05,indoor,2026-07-16 03:00:00,26.45,55.75,38.12,-3.3800000000000026,176.0,3,14.0,Urgent
indoor_cycle05,indoor,2026-07-16 04:00:00,26.02,53.12,37.47,-2.6300000000000026,159.2,4,13.0,Urgent
indoor_cycle05,indoor,2026-07-16 05:00:00,27.21,55.34,36.56,-2.869999999999997,142.7,5,12.0,Urgent
indoor_cycle05,indoor,2026-07-16 06:00:00,25.19,52.57,35.91,-2.210000000000001,174.0,6,11.0,Urgent
indoor_cycle05,indoor,2026-07-16 07:00:00,25.76,55.69,34.81,-2.6599999999999966,184.1,7,10.0,Urgent
indoor_cycle05,indoor,2026-07-16 08:00:00,27.35,51.86,33.45,-3.1099999999999994,141.6,8,9.0,Urgent
indoor_cycle05,indoor,2026-07-16 09:00:00,26.87,52.61,32.34,-3.569999999999993,204.8,9,8.0,Urgent
indoor_cycle05,indoor,2026-07-16 10:00:00,27.57,58.25,31.1,-3.710000000000001,171.8,10,7.0,Urgent
indoor_cycle05,indoor,2026-07-16 11:00:00,27.48,53.26,29.98,-3.4700000000000024,219.2,11,6.0,Urgent
indoor_cycle05,indoor,2026-07-16 12:00:00,27.82,55.18,29.25,-3.0900000000000034,182.7,12,5.0,Urgent
indoor_cycle05,indoor,2026-07-16 13:00:00,26.82,47.67,28.61,-2.490000000000002,229.8,13,4.0,Urgent
indoor_cycle05,indoor,2026-07-16 14:00:00,27.17,52.14,27.4,-2.580000000000002,190.8,14,3.0,Urgent
indoor_cycle05,indoor,2026-07-16 15:00:00,27.58,51.77,26.38,-2.870000000000001,174.9,15,2.0,Urgent
indoor_cycle05,indoor,2026-07-16 16:00:00,26.6,57.77,25.24,-3.370000000000001,179.8,16,1.0,Urgent
indoor_cycle05,indoor,2026-07-16 17:00:00,26.79,57.29,24.75,-2.6499999999999986,164.0,17,0.0,Urgent
outdoor_cycle01,outdoor,2026-07-16 23:00:00,29.45,65.95,85.84,-3.030000000000001,8386.9,23,62.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 00:00:00,28.92,61.94,85.14,-2.269999999999996,7937.3,0,61.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 01:00:00,28.65,66.47,84.08,-2.9099999999999966,8501.0,1,60.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 02:00:00,28.28,66.11,83.31,-2.530000000000001,8359.0,2,59.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 03:00:00,28.92,65.04,82.16,-2.980000000000004,7764.5,3,58.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 04:00:00,28.93,66.05,81.35,-2.730000000000004,7733.8,4,57.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 05:00:00,29.43,64.07,80.52,-2.7900000000000063,8518.1,5,56.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 06:00:00,29.13,67.33,80.09,-2.069999999999993,7574.5,6,55.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 07:00:00,29.38,66.22,78.34,-3.009999999999991,9646.2,7,54.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 08:00:00,31.16,61.71,76.72,-3.799999999999997,11962.6,8,53.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 09:00:00,33.77,62.72,75.49,-4.6000000000000085,13257.0,9,52.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 10:00:00,33.8,57.13,74.42,-3.9200000000000017,13816.7,10,51.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 11:00:00,33.73,56.62,73.04,-3.6799999999999926,14970.4,11,50.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 12:00:00,34.05,61.19,72.01,-3.4799999999999898,14657.5,12,49.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 13:00:00,33.4,53.09,70.96,-3.460000000000008,14736.7,13,48.0,Not_Urgent
outdoor_cycle01,outdoor,2026-07-17 14:00:00,34.24,60.08,69.33,-3.710000000000008,13754.9,14,47.0,Soon
outdoor_cycle01,outdoor,2026-07-17 15:00:00,33.27,61.15,68.56,-3.450000000000003,12881.8,15,46.0,Soon
outdoor_cycle01,outdoor,2026-07-17 16:00:00,31.28,63.97,67.08,-3.879999999999996,12065.4,16,45.0,Soon
outdoor_cycle01,outdoor,2026-07-17 17:00:00,30.0,60.26,66.62,-2.7099999999999937,9854.0,17,44.0,Soon
outdoor_cycle01,outdoor,2026-07-17 18:00:00,29.19,64.63,66.15,-2.4099999999999966,7860.2,18,43.0,Soon
outdoor_cycle01,outdoor,2026-07-17 19:00:00,29.31,63.67,65.95,-1.1299999999999957,7649.0,19,42.0,Soon
outdoor_cycle01,outdoor,2026-07-17 20:00:00,28.98,69.43,65.14,-1.480000000000004,8498.4,20,41.0,Soon
outdoor_cycle01,outdoor,2026-07-17 21:00:00,28.64,66.17,64.1,-2.050000000000012,7700.5,21,40.0,Soon
outdoor_cycle01,outdoor,2026-07-17 22:00:00,29.46,68.07,63.21,-2.740000000000002,7970.0,22,39.0,Soon
outdoor_cycle01,outdoor,2026-07-17 23:00:00,28.47,62.93,62.15,-2.990000000000002,7932.1,23,38.0,Soon
outdoor_cycle01,outdoor,2026-07-18 00:00:00,29.55,62.99,61.28,-2.819999999999993,8447.8,0,37.0,Soon
outdoor_cycle01,outdoor,2026-07-18 01:00:00,28.99,63.13,60.07,-3.140000000000001,7272.7,1,36.0,Soon
outdoor_cycle01,outdoor,2026-07-18 02:00:00,29.44,64.3,58.96,-3.1899999999999977,8020.1,2,35.0,Soon
outdoor_cycle01,outdoor,2026-07-18 03:00:00,28.06,63.68,58.39,-2.890000000000001,8238.3,3,34.0,Soon
outdoor_cycle01,outdoor,2026-07-18 04:00:00,29.18,61.61,57.45,-2.619999999999997,8139.9,4,33.0,Soon
outdoor_cycle01,outdoor,2026-07-18 05:00:00,28.03,67.91,56.74,-2.219999999999999,7779.6,5,32.0,Soon
outdoor_cycle01,outdoor,2026-07-18 06:00:00,29.12,67.87,55.77,-2.619999999999997,7695.3,6,31.0,Soon
outdoor_cycle01,outdoor,2026-07-18 07:00:00,30.55,64.79,54.9,-2.5500000000000043,9864.7,7,30.0,Soon
outdoor_cycle01,outdoor,2026-07-18 08:00:00,31.0,61.47,54.7,-2.039999999999999,11178.4,8,29.0,Soon
outdoor_cycle01,outdoor,2026-07-18 09:00:00,32.8,61.96,53.95,-1.8200000000000005,12240.9,9,28.0,Soon
outdoor_cycle01,outdoor,2026-07-18 10:00:00,33.7,63.65,53.09,-1.8099999999999952,14068.4,10,27.0,Soon
outdoor_cycle01,outdoor,2026-07-18 11:00:00,33.72,61.19,52.24,-2.460000000000001,14567.7,11,26.0,Soon
outdoor_cycle01,outdoor,2026-07-18 12:00:00,33.71,55.12,50.66,-3.2900000000000063,15036.8,12,25.0,Soon
outdoor_cycle01,outdoor,2026-07-18 13:00:00,34.02,57.12,50.05,-3.0400000000000063,14673.9,13,24.0,Soon
outdoor_cycle01,outdoor,2026-07-18 14:00:00,33.86,58.31,48.01,-4.230000000000004,14008.0,14,23.0,Urgent
outdoor_cycle01,outdoor,2026-07-18 15:00:00,32.71,57.82,46.62,-4.039999999999999,12821.8,15,22.0,Urgent
outdoor_cycle01,outdoor,2026-07-18 16:00:00,31.57,57.65,45.8,-4.25,11775.8,16,21.0,Urgent
outdoor_cycle01,outdoor,2026-07-18 17:00:00,31.42,65.76,44.43,-3.5799999999999983,9677.5,17,20.0,Urgent
outdoor_cycle01,outdoor,2026-07-18 18:00:00,29.04,67.13,43.73,-2.890000000000001,8145.4,18,19.0,Urgent
outdoor_cycle01,outdoor,2026-07-18 19:00:00,28.61,67.57,42.9,-2.8999999999999986,7899.6,19,18.0,Urgent
outdoor_cycle01,outdoor,2026-07-18 20:00:00,28.43,66.06,42.27,-2.1599999999999966,8618.8,20,17.0,Urgent
outdoor_cycle01,outdoor,2026-07-18 21:00:00,29.01,68.53,41.19,-2.539999999999999,7976.1,21,16.0,Urgent
outdoor_cycle01,outdoor,2026-07-18 22:00:00,28.36,66.07,39.94,-2.960000000000001,7943.9,22,15.0,Urgent
outdoor_cycle01,outdoor,2026-07-18 23:00:00,29.71,71.47,38.89,-3.3800000000000026,8173.9,23,14.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 00:00:00,29.12,64.12,38.03,-3.1599999999999966,8101.5,0,13.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 01:00:00,29.1,68.29,36.74,-3.199999999999996,7698.0,1,12.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 02:00:00,29.79,64.7,35.97,-2.9200000000000017,7363.4,2,11.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 03:00:00,29.78,64.94,35.17,-2.8599999999999994,7700.2,3,10.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 04:00:00,29.5,66.37,34.33,-2.410000000000004,7928.3,4,9.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 05:00:00,28.76,62.69,33.48,-2.490000000000002,8484.6,5,8.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 06:00:00,29.73,68.8,32.66,-2.510000000000005,8299.5,6,7.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 07:00:00,30.54,63.0,31.58,-2.75,9540.6,7,6.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 08:00:00,30.79,64.22,30.49,-2.9899999999999984,11360.6,8,5.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 09:00:00,32.71,59.05,29.59,-3.0699999999999967,13125.8,9,4.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 10:00:00,33.85,55.14,27.93,-3.649999999999999,14100.1,10,3.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 11:00:00,33.23,56.06,26.79,-3.6999999999999993,14915.7,11,2.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 12:00:00,34.21,58.72,25.36,-4.23,15190.4,12,1.0,Urgent
outdoor_cycle01,outdoor,2026-07-19 13:00:00,34.08,57.15,23.71,-4.219999999999999,14963.3,13,0.0,Urgent
outdoor_cycle02,outdoor,2026-07-19 19:00:00,29.31,64.35,86.1,-2.910000000000011,8221.6,19,61.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-19 20:00:00,28.44,67.71,84.91,-3.1500000000000057,7839.2,20,60.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-19 21:00:00,29.22,69.6,84.06,-3.1799999999999926,7933.0,21,59.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-19 22:00:00,28.99,64.24,83.6,-2.5,8240.0,22,58.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-19 23:00:00,28.37,62.33,82.14,-2.769999999999996,8285.1,23,57.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-20 00:00:00,28.94,64.58,80.84,-3.219999999999999,8021.0,0,56.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-20 01:00:00,28.44,65.6,79.74,-3.86,8292.6,1,55.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-20 02:00:00,29.11,67.5,78.58,-3.5600000000000023,7189.0,2,54.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-20 03:00:00,28.61,60.42,77.22,-3.620000000000005,8153.4,3,53.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-20 04:00:00,28.92,67.38,75.88,-3.86,8483.7,4,52.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-20 05:00:00,29.98,66.86,75.41,-3.1700000000000017,8022.6,5,51.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-20 06:00:00,28.85,62.89,74.51,-2.7099999999999937,8651.3,6,50.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-20 07:00:00,30.37,64.44,73.01,-2.8699999999999903,9824.8,7,49.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-20 08:00:00,31.13,61.74,72.39,-3.019999999999996,11277.3,8,48.0,Not_Urgent
outdoor_cycle02,outdoor,2026-07-20 09:00:00,32.17,59.6,71.55,-2.960000000000008,12821.0,9,47.0,Soon
outdoor_cycle02,outdoor,2026-07-20 10:00:00,32.49,58.3,70.24,-2.7700000000000102,13610.8,10,46.0,Soon
outdoor_cycle02,outdoor,2026-07-20 11:00:00,33.88,54.11,69.38,-3.010000000000005,14668.7,11,45.0,Soon
outdoor_cycle02,outdoor,2026-07-20 12:00:00,34.19,60.85,68.26,-3.289999999999992,14437.4,12,44.0,Soon
outdoor_cycle02,outdoor,2026-07-20 13:00:00,33.73,59.43,67.39,-2.8499999999999943,14825.4,13,43.0,Soon
outdoor_cycle02,outdoor,2026-07-20 14:00:00,33.14,56.51,66.31,-3.069999999999993,14385.0,14,42.0,Soon
outdoor_cycle02,outdoor,2026-07-20 15:00:00,33.68,59.55,65.72,-2.5400000000000063,12737.2,15,41.0,Soon
outdoor_cycle02,outdoor,2026-07-20 16:00:00,30.42,57.29,64.54,-2.8499999999999943,11580.1,16,40.0,Soon
outdoor_cycle02,outdoor,2026-07-20 17:00:00,29.35,65.3,63.51,-2.8000000000000043,9666.8,17,39.0,Soon
outdoor_cycle02,outdoor,2026-07-20 18:00:00,29.97,67.24,62.83,-2.890000000000001,7919.4,18,38.0,Soon
outdoor_cycle02,outdoor,2026-07-20 19:00:00,27.71,63.2,62.18,-2.3600000000000065,7936.7,19,37.0,Soon
outdoor_cycle02,outdoor,2026-07-20 20:00:00,28.92,65.19,61.42,-2.0899999999999963,7932.5,20,36.0,Soon
outdoor_cycle02,outdoor,2026-07-20 21:00:00,29.1,66.1,60.05,-2.780000000000001,7672.9,21,35.0,Soon
outdoor_cycle02,outdoor,2026-07-20 22:00:00,28.94,65.05,59.03,-3.1499999999999986,8212.5,22,34.0,Soon
outdoor_cycle02,outdoor,2026-07-20 23:00:00,29.57,65.72,57.97,-3.450000000000003,7816.3,23,33.0,Soon
